0.004197 0.000455
0.022872 0.000451
0.039680 0.000219
0.056487 0.000215
0.075158 0.000553
0.092899 0.000549
0.108773 0.000432
0.124649 0.000085
0.138651 0.000425
0.144232 0.002707
0.147020 0.004190
0.153525 0.007499
0.157234 0.010238
0.158145 0.012635
0.162789 0.015259
0.166499 0.017998
0.171141 0.020851
0.172051 0.023362
0.176687 0.026786
0.179466 0.029183
0.184107 0.032150
0.189686 0.034660
0.194335 0.036713
0.196179 0.039224
0.200823 0.041849
0.205470 0.044131
0.219449 0.046982
0.244651 0.047889
0.262416 0.045260
0.274583 0.042175
0.292346 0.039773
0.302647 0.036460
0.312013 0.033376
0.330713 0.030632
0.345682 0.027432
0.358781 0.024575
0.382140 0.022858
0.399903 0.020342
0.425119 0.019766
0.425119 0.019766
0.447544 0.018048
0.471829 0.017130
0.494254 0.015412
0.517604 0.014608
0.543756 0.013688
0.563381 0.011857
0.584835 0.014136
0.600725 0.012306
0.606361 0.008765
0.612928 0.005453
0.615761 0.002028
0.618595 -0.001511
0.623293 -0.004709
0.627996 -0.008363
0.633628 -0.011560
0.640197 -0.015101
0.649562 -0.018071
0.659865 -0.021498
0.672964 -0.024469
0.693495 -0.023332
0.703735 -0.020024
0.712112 -0.017172
0.722351 -0.013750
0.731656 -0.010327
0.737229 -0.007246
0.742801 -0.003937
0.748370 -0.000399
0.752073 0.003024
0.759513 0.006105
0.768818 0.009642
0.776257 0.012836
0.784633 0.015802
0.799546 0.018653
0.814511 0.015910
0.821076 0.012712
0.832312 0.009399
0.840745 0.006201
0.850115 0.002660
0.853882 -0.000766
0.860448 -0.003964
0.867948 -0.007276
0.878248 -0.010361
0.893215 -0.013332
0.910047 -0.016076
0.931522 -0.015966
0.952046 -0.014145
0.976304 -0.012209
0.996840 -0.011529
