0.007001 0.000226
0.023809 0.000109
0.038748 0.000105
0.058355 0.000215
0.074228 0.000211
0.091968 0.000207
0.109709 0.000203
0.124657 -0.000714
0.133981 0.000654
0.142376 0.001565
0.148889 0.003961
0.155405 0.006129
0.158186 0.008297
0.161889 0.011721
0.163739 0.013547
0.168379 0.016628
0.170230 0.018340
0.174875 0.020850
0.176721 0.023133
0.180433 0.025644
0.181349 0.027470
0.185990 0.030437
0.190645 0.031920
0.195285 0.035001
0.201796 0.037625
0.207378 0.039793
0.218561 0.042073
0.225091 0.042757
0.239092 0.043210
0.248445 0.041496
0.266203 0.039665
0.276496 0.037265
0.288652 0.035322
0.306426 0.031779
0.327004 0.027893
0.349450 0.023893
0.379359 0.020689
0.407388 0.018742
0.421402 0.017826
0.444749 0.017364
0.456894 0.016676
0.483975 0.016328
0.503583 0.016209
0.525059 0.016204
0.536268 0.015745
0.559628 0.013799
0.592324 0.012079
0.605411 0.010478
0.612904 0.007965
0.621349 0.003511
0.626993 -0.000942
0.626071 -0.002198
0.635442 -0.005853
0.641069 -0.008480
0.657888 -0.009854
0.665373 -0.011453
0.675656 -0.012712
0.693360 -0.008834
0.703588 -0.004270
0.718489 -0.000164
0.729650 0.004514
0.744549 0.008848
0.762251 0.012954
0.774362 0.015805
0.783719 0.013748
0.789335 0.012262
0.797754 0.010548
0.807113 0.008149
0.811802 0.005979
0.817420 0.004265
0.823982 0.001524
0.828695 -0.003272
0.833383 -0.005327
0.836203 -0.007383
0.841830 -0.010010
0.849321 -0.012295
0.866166 -0.016408
0.897007 -0.019497
0.911010 -0.019158
0.927803 -0.017678
0.940858 -0.015854
0.947367 -0.013002
0.956694 -0.011977
0.960398 -0.008667
0.967855 -0.007299
0.975306 -0.005246
0.990227 -0.003308
0.995815 -0.001826
