0.007115 0.001857
0.320171 0.001944
0.576307 0.002015
0.917823 0.002110
0.967627 -0.168510
0.981857 -0.294626
1.003202 -0.439288
1.003202 -0.598794
1.010317 -0.743459
1.038776 -0.875136
1.067236 -0.969719
1.138385 -0.800920
1.159730 -0.678503
1.188189 -0.550520
1.230879 -0.487447
1.280683 -0.465177
1.351832 -0.492978
1.430096 -0.476264
1.508360 -0.524464
1.607969 -0.587497
1.679118 -0.644973
1.743152 -0.683905
1.835646 -0.646785
1.899680 -0.622655
1.985059 -0.613358
2.091782 -0.550268
2.177161 -0.502022
2.212736 -0.418550
2.262540 -0.322091
2.305229 -0.223779
2.326574 -0.108781
2.390608 0.002520
2.433298 0.113815
2.490217 0.249224
2.525792 0.360517
2.589826 0.403193
2.646745 0.518202
2.732124 0.431054
2.760583 0.345745
2.796158 0.204796
2.817503 0.037878
2.881537 -0.221764
2.938456 -0.442459
2.995375 -0.655735
3.073639 -0.711355
3.144788 -0.629728
3.166133 -0.540696
3.223052 -0.436816
3.294201 -0.410830
3.358235 -0.394120
3.443614 -0.475703
3.528993 -0.425602
3.571683 -0.503489
3.721096 -0.279027
3.863394 -0.201089
3.934543 -0.275258
3.991462 -0.392089
4.027037 -0.425464
4.112415 -0.345687
4.183565 -0.288172
4.240484 -0.243643
4.404127 -0.327059
4.496620 -0.429043
4.560655 -0.403059
4.603344 -0.378936
4.695838 -0.321414
4.781217 -0.352920
4.838136 -0.364033
4.902170 -0.369579
4.944859 -0.386260
5.016009 -0.382530
5.080043 -0.414043
5.186766 -0.330551
5.314835 -0.336079
5.435788 -0.389832
5.471362 -0.369421
5.542512 -0.374965
5.620776 -0.332285
5.720384 -0.319274
5.791533 -0.311835
5.905372 -0.356317
6.004980 -0.372982
6.090359 -0.321026
6.225543 -0.320988
6.318036 -0.359912
6.417645 -0.387705
6.474564 -0.387689
6.595518 -0.348706
6.680896 -0.322716
6.823195 -0.350497
6.972608 -0.370858
7.086446 -0.341151
7.143365 -0.335571
7.228744 -0.346675
7.328353 -0.367049
7.406617 -0.368882
7.484881 -0.333621
7.591604 -0.305771
7.662753 -0.305751
7.797937 -0.342807
7.940235 -0.370589
8.082533 -0.344583
8.153682 -0.351982
8.253291 -0.376066
8.303095 -0.379761
